year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
2015,65-74 yrs,Unknown,Overlapping lesion,20
2015,65-74 yrs,Unknown,Upper-inner quadrant,21
2015,65-74 yrs,Unknown,Upper-outer quadrant,26
2015,75-84 yrs,0,Axillary tail,0
2015,75-84 yrs,0,"Breast, NOS",0
2015,75-84 yrs,0,Central portion,1
2015,75-84 yrs,0,Lower-inner quadrant,0
2015,75-84 yrs,0,Lower-outer quadrant,0
2015,75-84 yrs,0,Nipple,7
2015,75-84 yrs,0,Overlapping lesion,1
2015,75-84 yrs,0,Upper-inner quadrant,0
2015,75-84 yrs,0,Upper-outer quadrant,0
2015,75-84 yrs,I,Axillary tail,6
2015,75-84 yrs,I,"Breast, NOS",86
2015,75-84 yrs,I,Central portion,91
2015,75-84 yrs,I,Lower-inner quadrant,100
2015,75-84 yrs,I,Lower-outer quadrant,116
2015,75-84 yrs,I,Nipple,9
2015,75-84 yrs,I,Overlapping lesion,400
2015,75-84 yrs,I,Upper-inner quadrant,226
2015,75-84 yrs,I,Upper-outer quadrant,501
2015,75-84 yrs,II,Axillary tail,5
2015,75-84 yrs,II,"Breast, NOS",127
2015,75-84 yrs,II,Central portion,85
2015,75-84 yrs,II,Lower-inner quadrant,58
2015,75-84 yrs,II,Lower-outer quadrant,65
2015,75-84 yrs,II,Nipple,10
2015,75-84 yrs,II,Overlapping lesion,234
2015,75-84 yrs,II,Upper-inner quadrant,122
2015,75-84 yrs,II,Upper-outer quadrant,329
2015,75-84 yrs,III,Axillary tail,3
2015,75-84 yrs,III,"Breast, NOS",72
2015,75-84 yrs,III,Central portion,25
2015,75-84 yrs,III,Lower-inner quadrant,8
2015,75-84 yrs,III,Lower-outer quadrant,21
2015,75-84 yrs,III,Nipple,3
2015,75-84 yrs,III,Overlapping lesion,79
2015,75-84 yrs,III,Upper-inner quadrant,15
2015,75-84 yrs,III,Upper-outer quadrant,66
2015,75-84 yrs,IV,Axillary tail,3
2015,75-84 yrs,IV,"Breast, NOS",89
2015,75-84 yrs,IV,Central portion,13
2015,75-84 yrs,IV,Lower-inner quadrant,5
2015,75-84 yrs,IV,Lower-outer quadrant,3
2015,75-84 yrs,IV,Nipple,0
2015,75-84 yrs,IV,Overlapping lesion,36
2015,75-84 yrs,IV,Upper-inner quadrant,10
2015,75-84 yrs,IV,Upper-outer quadrant,44
2015,75-84 yrs,Unknown,Axillary tail,2
2015,75-84 yrs,Unknown,"Breast, NOS",167
2015,75-84 yrs,Unknown,Central portion,12
2015,75-84 yrs,Unknown,Lower-inner quadrant,9
2015,75-84 yrs,Unknown,Lower-outer quadrant,10
2015,75-84 yrs,Unknown,Nipple,8
2015,75-84 yrs,Unknown,Overlapping lesion,32
2015,75-84 yrs,Unknown,Upper-inner quadrant,17
2015,75-84 yrs,Unknown,Upper-outer quadrant,26
2016,5-14 yrs,0,Axillary tail,0
2016,5-14 yrs,0,"Breast, NOS",0
2016,5-14 yrs,0,Central portion,0
2016,5-14 yrs,0,Lower-inner quadrant,0
2016,5-14 yrs,0,Lower-outer quadrant,0
2016,5-14 yrs,0,Nipple,0
2016,5-14 yrs,0,Overlapping lesion,0
2016,5-14 yrs,0,Upper-inner quadrant,0
2016,5-14 yrs,0,Upper-outer quadrant,0
2016,5-14 yrs,I,Axillary tail,0
2016,5-14 yrs,I,"Breast, NOS",0
2016,5-14 yrs,I,Central portion,0
2016,5-14 yrs,I,Lower-inner quadrant,0
2016,5-14 yrs,I,Lower-outer quadrant,0
2016,5-14 yrs,I,Nipple,0
2016,5-14 yrs,I,Overlapping lesion,0
2016,5-14 yrs,I,Upper-inner quadrant,0
2016,5-14 yrs,I,Upper-outer quadrant,0
2016,5-14 yrs,II,Axillary tail,0
2016,5-14 yrs,II,"Breast, NOS",0
2016,5-14 yrs,II,Central portion,0
2016,5-14 yrs,II,Lower-inner quadrant,0
2016,5-14 yrs,II,Lower-outer quadrant,0
2016,5-14 yrs,II,Nipple,0
2016,5-14 yrs,II,Overlapping lesion,0
2016,5-14 yrs,II,Upper-inner quadrant,0
2016,5-14 yrs,II,Upper-outer quadrant,0
2016,5-14 yrs,III,Axillary tail,0
2016,5-14 yrs,III,"Breast, NOS",0
2016,5-14 yrs,III,Central portion,0
2016,5-14 yrs,III,Lower-inner quadrant,0
2016,5-14 yrs,III,Lower-outer quadrant,0
2016,5-14 yrs,III,Nipple,0
2016,5-14 yrs,III,Overlapping lesion,0
2016,5-14 yrs,III,Upper-inner quadrant,0
2016,5-14 yrs,III,Upper-outer quadrant,0
2016,5-14 yrs,IV,Axillary tail,0
2016,5-14 yrs,IV,"Breast, NOS",0
2016,5-14 yrs,IV,Central portion,0
2016,5-14 yrs,IV,Lower-inner quadrant,0
2016,5-14 yrs,IV,Lower-outer quadrant,0
2016,5-14 yrs,IV,Nipple,0
2016,5-14 yrs,IV,Overlapping lesion,0
2016,5-14 yrs,IV,Upper-inner quadrant,0
2016,5-14 yrs,IV,Upper-outer quadrant,0
2016,5-14 yrs,Unknown,Axillary tail,0
2016,5-14 yrs,Unknown,"Breast, NOS",0
2016,5-14 yrs,Unknown,Central portion,0
2016,5-14 yrs,Unknown,Lower-inner quadrant,0
2016,5-14 yrs,Unknown,Lower-outer quadrant,0
2016,5-14 yrs,Unknown,Nipple,0
2016,5-14 yrs,Unknown,Overlapping lesion,0
2016,5-14 yrs,Unknown,Upper-inner quadrant,0
2016,5-14 yrs,Unknown,Upper-outer quadrant,0
2016,15-24 yrs,0,Axillary tail,0
2016,15-24 yrs,0,"Breast, NOS",0
2016,15-24 yrs,0,Central portion,0
2016,15-24 yrs,0,Lower-inner quadrant,0
2016,15-24 yrs,0,Lower-outer quadrant,0
2016,15-24 yrs,0,Nipple,0
2016,15-24 yrs,0,Overlapping lesion,0
2016,15-24 yrs,0,Upper-inner quadrant,0
2016,15-24 yrs,0,Upper-outer quadrant,0
2016,15-24 yrs,I,Axillary tail,0
2016,15-24 yrs,I,"Breast, NOS",0
2016,15-24 yrs,I,Central portion,0
2016,15-24 yrs,I,Lower-inner quadrant,0
2016,15-24 yrs,I,Lower-outer quadrant,0
2016,15-24 yrs,I,Nipple,0
2016,15-24 yrs,I,Overlapping lesion,0
2016,15-24 yrs,I,Upper-inner quadrant,0
2016,15-24 yrs,I,Upper-outer quadrant,0
2016,15-24 yrs,II,Axillary tail,0
2016,15-24 yrs,II,"Breast, NOS",0
2016,15-24 yrs,II,Central portion,0
2016,15-24 yrs,II,Lower-inner quadrant,0
2016,15-24 yrs,II,Lower-outer quadrant,0
2016,15-24 yrs,II,Nipple,0
2016,15-24 yrs,II,Overlapping lesion,0
2016,15-24 yrs,II,Upper-inner quadrant,0
2016,15-24 yrs,II,Upper-outer quadrant,0
2016,15-24 yrs,III,Axillary tail,0
2016,15-24 yrs,III,"Breast, NOS",0
2016,15-24 yrs,III,Central portion,0
2016,15-24 yrs,III,Lower-inner quadrant,0
2016,15-24 yrs,III,Lower-outer quadrant,0
2016,15-24 yrs,III,Nipple,0
2016,15-24 yrs,III,Overlapping lesion,0
2016,15-24 yrs,III,Upper-inner quadrant,0
2016,15-24 yrs,III,Upper-outer quadrant,0
2016,15-24 yrs,IV,Axillary tail,0
2016,15-24 yrs,IV,"Breast, NOS",0
2016,15-24 yrs,IV,Central portion,0
2016,15-24 yrs,IV,Lower-inner quadrant,0
2016,15-24 yrs,IV,Lower-outer quadrant,0
2016,15-24 yrs,IV,Nipple,0
2016,15-24 yrs,IV,Overlapping lesion,0
2016,15-24 yrs,IV,Upper-inner quadrant,0
2016,15-24 yrs,IV,Upper-outer quadrant,0
2016,15-24 yrs,Unknown,Axillary tail,0
2016,15-24 yrs,Unknown,"Breast, NOS",2
2016,15-24 yrs,Unknown,Central portion,1
2016,15-24 yrs,Unknown,Lower-inner quadrant,2
2016,15-24 yrs,Unknown,Lower-outer quadrant,6
2016,15-24 yrs,Unknown,Nipple,0
2016,15-24 yrs,Unknown,Overlapping lesion,2
2016,15-24 yrs,Unknown,Upper-inner quadrant,5
2016,15-24 yrs,Unknown,Upper-outer quadrant,7
2016,25-34 yrs,0,Axillary tail,0
2016,25-34 yrs,0,"Breast, NOS",0
2016,25-34 yrs,0,Central portion,0
2016,25-34 yrs,0,Lower-inner quadrant,0
2016,25-34 yrs,0,Lower-outer quadrant,0
2016,25-34 yrs,0,Nipple,0
2016,25-34 yrs,0,Overlapping lesion,0
2016,25-34 yrs,0,Upper-inner quadrant,0
2016,25-34 yrs,0,Upper-outer quadrant,0
2016,25-34 yrs,I,Axillary tail,0
2016,25-34 yrs,I,"Breast, NOS",0
2016,25-34 yrs,I,Central portion,0
2016,25-34 yrs,I,Lower-inner quadrant,0
2016,25-34 yrs,I,Lower-outer quadrant,0
2016,25-34 yrs,I,Nipple,0
2016,25-34 yrs,I,Overlapping lesion,0
2016,25-34 yrs,I,Upper-inner quadrant,0
2016,25-34 yrs,I,Upper-outer quadrant,0
2016,25-34 yrs,II,Axillary tail,0
2016,25-34 yrs,II,"Breast, NOS",0
2016,25-34 yrs,II,Central portion,0
2016,25-34 yrs,II,Lower-inner quadrant,0
2016,25-34 yrs,II,Lower-outer quadrant,0
2016,25-34 yrs,II,Nipple,0
2016,25-34 yrs,II,Overlapping lesion,0
2016,25-34 yrs,II,Upper-inner quadrant,0
2016,25-34 yrs,II,Upper-outer quadrant,0
2016,25-34 yrs,III,Axillary tail,0
2016,25-34 yrs,III,"Breast, NOS",0
2016,25-34 yrs,III,Central portion,0
2016,25-34 yrs,III,Lower-inner quadrant,0
2016,25-34 yrs,III,Lower-outer quadrant,0
2016,25-34 yrs,III,Nipple,0
2016,25-34 yrs,III,Overlapping lesion,0
2016,25-34 yrs,III,Upper-inner quadrant,0
2016,25-34 yrs,III,Upper-outer quadrant,0
2016,25-34 yrs,IV,Axillary tail,0
2016,25-34 yrs,IV,"Breast, NOS",0
2016,25-34 yrs,IV,Central portion,0
2016,25-34 yrs,IV,Lower-inner quadrant,0
2016,25-34 yrs,IV,Lower-outer quadrant,0
2016,25-34 yrs,IV,Nipple,0
2016,25-34 yrs,IV,Overlapping lesion,0
2016,25-34 yrs,IV,Upper-inner quadrant,0
2016,25-34 yrs,IV,Upper-outer quadrant,0
2016,25-34 yrs,Unknown,Axillary tail,4
2016,25-34 yrs,Unknown,"Breast, NOS",82
2016,25-34 yrs,Unknown,Central portion,18
2016,25-34 yrs,Unknown,Lower-inner quadrant,23
2016,25-34 yrs,Unknown,Lower-outer quadrant,42
2016,25-34 yrs,Unknown,Nipple,0
2016,25-34 yrs,Unknown,Overlapping lesion,102
2016,25-34 yrs,Unknown,Upper-inner quadrant,55
2016,25-34 yrs,Unknown,Upper-outer quadrant,163
2016,35-44 yrs,0,Axillary tail,0
2016,35-44 yrs,0,"Breast, NOS",0
2016,35-44 yrs,0,Central portion,0
2016,35-44 yrs,0,Lower-inner quadrant,0
2016,35-44 yrs,0,Lower-outer quadrant,0
2016,35-44 yrs,0,Nipple,0
2016,35-44 yrs,0,Overlapping lesion,0
2016,35-44 yrs,0,Upper-inner quadrant,0
2016,35-44 yrs,0,Upper-outer quadrant,0
2016,35-44 yrs,I,Axillary tail,0
2016,35-44 yrs,I,"Breast, NOS",0
2016,35-44 yrs,I,Central portion,0
2016,35-44 yrs,I,Lower-inner quadrant,0
2016,35-44 yrs,I,Lower-outer quadrant,0
2016,35-44 yrs,I,Nipple,0
2016,35-44 yrs,I,Overlapping lesion,0
2016,35-44 yrs,I,Upper-inner quadrant,0
2016,35-44 yrs,I,Upper-outer quadrant,0
2016,35-44 yrs,II,Axillary tail,0
2016,35-44 yrs,II,"Breast, NOS",0
2016,35-44 yrs,II,Central portion,0
2016,35-44 yrs,II,Lower-inner quadrant,0
2016,35-44 yrs,II,Lower-outer quadrant,0
2016,35-44 yrs,II,Nipple,0
2016,35-44 yrs,II,Overlapping lesion,0
2016,35-44 yrs,II,Upper-inner quadrant,0
2016,35-44 yrs,II,Upper-outer quadrant,0
2016,35-44 yrs,III,Axillary tail,0
2016,35-44 yrs,III,"Breast, NOS",0
2016,35-44 yrs,III,Central portion,0
2016,35-44 yrs,III,Lower-inner quadrant,0
2016,35-44 yrs,III,Lower-outer quadrant,0
2016,35-44 yrs,III,Nipple,0
2016,35-44 yrs,III,Overlapping lesion,0
2016,35-44 yrs,III,Upper-inner quadrant,0
2016,35-44 yrs,III,Upper-outer quadrant,0
2016,35-44 yrs,IV,Axillary tail,0
2016,35-44 yrs,IV,"Breast, NOS",0
2016,35-44 yrs,IV,Central portion,0
2016,35-44 yrs,IV,Lower-inner quadrant,0
2016,35-44 yrs,IV,Lower-outer quadrant,0
2016,35-44 yrs,IV,Nipple,0
2016,35-44 yrs,IV,Overlapping lesion,0
2016,35-44 yrs,IV,Upper-inner quadrant,0
2016,35-44 yrs,IV,Upper-outer quadrant,0
2016,35-44 yrs,Unknown,Axillary tail,5
2016,35-44 yrs,Unknown,"Breast, NOS",275
2016,35-44 yrs,Unknown,Central portion,66
2016,35-44 yrs,Unknown,Lower-inner quadrant,97
2016,35-44 yrs,Unknown,Lower-outer quadrant,134
2016,35-44 yrs,Unknown,Nipple,2
2016,35-44 yrs,Unknown,Overlapping lesion,419
2016,35-44 yrs,Unknown,Upper-inner quadrant,240
2016,35-44 yrs,Unknown,Upper-outer quadrant,648
2016,45-54 yrs,0,Axillary tail,0
2016,45-54 yrs,0,"Breast, NOS",0
2016,45-54 yrs,0,Central portion,0
2016,45-54 yrs,0,Lower-inner quadrant,0
2016,45-54 yrs,0,Lower-outer quadrant,0
2016,45-54 yrs,0,Nipple,0
2016,45-54 yrs,0,Overlapping lesion,0
2016,45-54 yrs,0,Upper-inner quadrant,0
2016,45-54 yrs,0,Upper-outer quadrant,0
2016,45-54 yrs,I,Axillary tail,0
2016,45-54 yrs,I,"Breast, NOS",0
2016,45-54 yrs,I,Central portion,0
2016,45-54 yrs,I,Lower-inner quadrant,0
2016,45-54 yrs,I,Lower-outer quadrant,0
2016,45-54 yrs,I,Nipple,0
2016,45-54 yrs,I,Overlapping lesion,0
2016,45-54 yrs,I,Upper-inner quadrant,0
2016,45-54 yrs,I,Upper-outer quadrant,0
2016,45-54 yrs,II,Axillary tail,0
2016,45-54 yrs,II,"Breast, NOS",0
2016,45-54 yrs,II,Central portion,0
2016,45-54 yrs,II,Lower-inner quadrant,0
2016,45-54 yrs,II,Lower-outer quadrant,0
2016,45-54 yrs,II,Nipple,0
2016,45-54 yrs,II,Overlapping lesion,0
2016,45-54 yrs,II,Upper-inner quadrant,0
2016,45-54 yrs,II,Upper-outer quadrant,0
2016,45-54 yrs,III,Axillary tail,0
2016,45-54 yrs,III,"Breast, NOS",0
2016,45-54 yrs,III,Central portion,0
2016,45-54 yrs,III,Lower-inner quadrant,0
2016,45-54 yrs,III,Lower-outer quadrant,0
2016,45-54 yrs,III,Nipple,0
2016,45-54 yrs,III,Overlapping lesion,0
2016,45-54 yrs,III,Upper-inner quadrant,0
2016,45-54 yrs,III,Upper-outer quadrant,0
2016,45-54 yrs,IV,Axillary tail,0
2016,45-54 yrs,IV,"Breast, NOS",0
2016,45-54 yrs,IV,Central portion,0
2016,45-54 yrs,IV,Lower-inner quadrant,0
2016,45-54 yrs,IV,Lower-outer quadrant,0
2016,45-54 yrs,IV,Nipple,0
2016,45-54 yrs,IV,Overlapping lesion,0
2016,45-54 yrs,IV,Upper-inner quadrant,0
2016,45-54 yrs,IV,Upper-outer quadrant,0
2016,45-54 yrs,Unknown,Axillary tail,11
2016,45-54 yrs,Unknown,"Breast, NOS",511
2016,45-54 yrs,Unknown,Central portion,148
2016,45-54 yrs,Unknown,Lower-inner quadrant,204
2016,45-54 yrs,Unknown,Lower-outer quadrant,319
2016,45-54 yrs,Unknown,Nipple,7
2016,45-54 yrs,Unknown,Overlapping lesion,875
2016,45-54 yrs,Unknown,Upper-inner quadrant,536
2016,45-54 yrs,Unknown,Upper-outer quadrant,1472
2016,55-64 yrs,0,Axillary tail,0
2016,55-64 yrs,0,"Breast, NOS",0
2016,55-64 yrs,0,Central portion,0
2016,55-64 yrs,0,Lower-inner quadrant,0
2016,55-64 yrs,0,Lower-outer quadrant,0
2016,55-64 yrs,0,Nipple,0
2016,55-64 yrs,0,Overlapping lesion,0
2016,55-64 yrs,0,Upper-inner quadrant,0
2016,55-64 yrs,0,Upper-outer quadrant,0
2016,55-64 yrs,I,Axillary tail,0
2016,55-64 yrs,I,"Breast, NOS",0
2016,55-64 yrs,I,Central portion,0
2016,55-64 yrs,I,Lower-inner quadrant,0
2016,55-64 yrs,I,Lower-outer quadrant,0
2016,55-64 yrs,I,Nipple,0
2016,55-64 yrs,I,Overlapping lesion,0
2016,55-64 yrs,I,Upper-inner quadrant,0
2016,55-64 yrs,I,Upper-outer quadrant,0
2016,55-64 yrs,II,Axillary tail,0
2016,55-64 yrs,II,"Breast, NOS",0
2016,55-64 yrs,II,Central portion,0
2016,55-64 yrs,II,Lower-inner quadrant,0
2016,55-64 yrs,II,Lower-outer quadrant,0
2016,55-64 yrs,II,Nipple,0
2016,55-64 yrs,II,Overlapping lesion,0
2016,55-64 yrs,II,Upper-inner quadrant,0
2016,55-64 yrs,II,Upper-outer quadrant,0
2016,55-64 yrs,III,Axillary tail,0
2016,55-64 yrs,III,"Breast, NOS",0
2016,55-64 yrs,III,Central portion,0
2016,55-64 yrs,III,Lower-inner quadrant,0
2016,55-64 yrs,III,Lower-outer quadrant,0
2016,55-64 yrs,III,Nipple,0
2016,55-64 yrs,III,Overlapping lesion,0
2016,55-64 yrs,III,Upper-inner quadrant,0
2016,55-64 yrs,III,Upper-outer quadrant,0
2016,55-64 yrs,IV,Axillary tail,0
2016,55-64 yrs,IV,"Breast, NOS",0
2016,55-64 yrs,IV,Central portion,0
2016,55-64 yrs,IV,Lower-inner quadrant,0
2016,55-64 yrs,IV,Lower-outer quadrant,0
2016,55-64 yrs,IV,Nipple,0
2016,55-64 yrs,IV,Overlapping lesion,0
2016,55-64 yrs,IV,Upper-inner quadrant,0
2016,55-64 yrs,IV,Upper-outer quadrant,0
2016,55-64 yrs,Unknown,Axillary tail,29
2016,55-64 yrs,Unknown,"Breast, NOS",616
2016,55-64 yrs,Unknown,Central portion,287
2016,55-64 yrs,Unknown,Lower-inner quadrant,295
2016,55-64 yrs,Unknown,Lower-outer quadrant,429
2016,55-64 yrs,Unknown,Nipple,19
2016,55-64 yrs,Unknown,Overlapping lesion,1297
2016,55-64 yrs,Unknown,Upper-inner quadrant,702
2016,55-64 yrs,Unknown,Upper-outer quadrant,1898
2016,65-74 yrs,0,Axillary tail,0
2016,65-74 yrs,0,"Breast, NOS",0
2016,65-74 yrs,0,Central portion,0
2016,65-74 yrs,0,Lower-inner quadrant,0
2016,65-74 yrs,0,Lower-outer quadrant,0
2016,65-74 yrs,0,Nipple,0
2016,65-74 yrs,0,Overlapping lesion,0
2016,65-74 yrs,0,Upper-inner quadrant,0
2016,65-74 yrs,0,Upper-outer quadrant,0
2016,65-74 yrs,I,Axillary tail,0
2016,65-74 yrs,I,"Breast, NOS",0
2016,65-74 yrs,I,Central portion,0
2016,65-74 yrs,I,Lower-inner quadrant,0
2016,65-74 yrs,I,Lower-outer quadrant,0
2016,65-74 yrs,I,Nipple,0
2016,65-74 yrs,I,Overlapping lesion,0
2016,65-74 yrs,I,Upper-inner quadrant,0
2016,65-74 yrs,I,Upper-outer quadrant,0
2016,65-74 yrs,II,Axillary tail,0
2016,65-74 yrs,II,"Breast, NOS",0
2016,65-74 yrs,II,Central portion,0
2016,65-74 yrs,II,Lower-inner quadrant,0
2016,65-74 yrs,II,Lower-outer quadrant,0
2016,65-74 yrs,II,Nipple,0
2016,65-74 yrs,II,Overlapping lesion,0
2016,65-74 yrs,II,Upper-inner quadrant,0
2016,65-74 yrs,II,Upper-outer quadrant,0
2016,65-74 yrs,III,Axillary tail,0
2016,65-74 yrs,III,"Breast, NOS",0
2016,65-74 yrs,III,Central portion,0
2016,65-74 yrs,III,Lower-inner quadrant,0
2016,65-74 yrs,III,Lower-outer quadrant,0
2016,65-74 yrs,III,Nipple,0
2016,65-74 yrs,III,Overlapping lesion,0
2016,65-74 yrs,III,Upper-inner quadrant,0
2016,65-74 yrs,III,Upper-outer quadrant,0
2016,65-74 yrs,IV,Axillary tail,0
2016,65-74 yrs,IV,"Breast, NOS",0
2016,65-74 yrs,IV,Central portion,0
2016,65-74 yrs,IV,Lower-inner quadrant,0
2016,65-74 yrs,IV,Lower-outer quadrant,0
2016,65-74 yrs,IV,Nipple,0
2016,65-74 yrs,IV,Overlapping lesion,0
2016,65-74 yrs,IV,Upper-inner quadrant,0
2016,65-74 yrs,IV,Upper-outer quadrant,0
2016,65-74 yrs,Unknown,Axillary tail,17
2016,65-74 yrs,Unknown,"Breast, NOS",531
2016,65-74 yrs,Unknown,Central portion,259
2016,65-74 yrs,Unknown,Lower-inner quadrant,285
2016,65-74 yrs,Unknown,Lower-outer quadrant,403
2016,65-74 yrs,Unknown,Nipple,22
2016,65-74 yrs,Unknown,Overlapping lesion,1239
2016,65-74 yrs,Unknown,Upper-inner quadrant,667
2016,65-74 yrs,Unknown,Upper-outer quadrant,1751
2016,75-84 yrs,0,Axillary tail,0
2016,75-84 yrs,0,"Breast, NOS",0
2016,75-84 yrs,0,Central portion,0
2016,75-84 yrs,0,Lower-inner quadrant,0
2016,75-84 yrs,0,Lower-outer quadrant,0
2016,75-84 yrs,0,Nipple,0
2016,75-84 yrs,0,Overlapping lesion,0
2016,75-84 yrs,0,Upper-inner quadrant,0
2016,75-84 yrs,0,Upper-outer quadrant,0
2016,75-84 yrs,I,Axillary tail,0
2016,75-84 yrs,I,"Breast, NOS",0
2016,75-84 yrs,I,Central portion,0
2016,75-84 yrs,I,Lower-inner quadrant,0
2016,75-84 yrs,I,Lower-outer quadrant,0
2016,75-84 yrs,I,Nipple,0
2016,75-84 yrs,I,Overlapping lesion,0
2016,75-84 yrs,I,Upper-inner quadrant,0
2016,75-84 yrs,I,Upper-outer quadrant,0
2016,75-84 yrs,II,Axillary tail,0
2016,75-84 yrs,II,"Breast, NOS",0
2016,75-84 yrs,II,Central portion,0
2016,75-84 yrs,II,Lower-inner quadrant,0
2016,75-84 yrs,II,Lower-outer quadrant,0
2016,75-84 yrs,II,Nipple,0
2016,75-84 yrs,II,Overlapping lesion,0
2016,75-84 yrs,II,Upper-inner quadrant,0
2016,75-84 yrs,II,Upper-outer quadrant,0
2016,75-84 yrs,III,Axillary tail,0
2016,75-84 yrs,III,"Breast, NOS",0
2016,75-84 yrs,III,Central portion,0
2016,75-84 yrs,III,Lower-inner quadrant,0
2016,75-84 yrs,III,Lower-outer quadrant,0
2016,75-84 yrs,III,Nipple,0
2016,75-84 yrs,III,Overlapping lesion,0
2016,75-84 yrs,III,Upper-inner quadrant,0
2016,75-84 yrs,III,Upper-outer quadrant,0
2016,75-84 yrs,IV,Axillary tail,0
2016,75-84 yrs,IV,"Breast, NOS",0
2016,75-84 yrs,IV,Central portion,0
2016,75-84 yrs,IV,Lower-inner quadrant,0
2016,75-84 yrs,IV,Lower-outer quadrant,0
2016,75-84 yrs,IV,Nipple,0
2016,75-84 yrs,IV,Overlapping lesion,0
2016,75-84 yrs,IV,Upper-inner quadrant,0
2016,75-84 yrs,IV,Upper-outer quadrant,0
2016,75-84 yrs,Unknown,Axillary tail,13
2016,75-84 yrs,Unknown,"Breast, NOS",546
2016,75-84 yrs,Unknown,Central portion,225
2016,75-84 yrs,Unknown,Lower-inner quadrant,218
2016,75-84 yrs,Unknown,Lower-outer quadrant,227
2016,75-84 yrs,Unknown,Nipple,24
2016,75-84 yrs,Unknown,Overlapping lesion,725
2016,75-84 yrs,Unknown,Upper-inner quadrant,438
2016,75-84 yrs,Unknown,Upper-outer quadrant,1109
2017,5-14 yrs,0,Axillary tail,0
2017,5-14 yrs,0,"Breast, NOS",0
2017,5-14 yrs,0,Central portion,0
2017,5-14 yrs,0,Lower-inner quadrant,0
2017,5-14 yrs,0,Lower-outer quadrant,0
2017,5-14 yrs,0,Nipple,0
2017,5-14 yrs,0,Overlapping lesion,0
2017,5-14 yrs,0,Upper-inner quadrant,0
2017,5-14 yrs,0,Upper-outer quadrant,0
2017,5-14 yrs,I,Axillary tail,0
2017,5-14 yrs,I,"Breast, NOS",0
2017,5-14 yrs,I,Central portion,0
2017,5-14 yrs,I,Lower-inner quadrant,0
2017,5-14 yrs,I,Lower-outer quadrant,0
2017,5-14 yrs,I,Nipple,0
2017,5-14 yrs,I,Overlapping lesion,0
2017,5-14 yrs,I,Upper-inner quadrant,0
2017,5-14 yrs,I,Upper-outer quadrant,0
2017,5-14 yrs,II,Axillary tail,0
2017,5-14 yrs,II,"Breast, NOS",0
2017,5-14 yrs,II,Central portion,0
2017,5-14 yrs,II,Lower-inner quadrant,0
2017,5-14 yrs,II,Lower-outer quadrant,0
2017,5-14 yrs,II,Nipple,0
2017,5-14 yrs,II,Overlapping lesion,0
2017,5-14 yrs,II,Upper-inner quadrant,0
2017,5-14 yrs,II,Upper-outer quadrant,0
2017,5-14 yrs,III,Axillary tail,0
2017,5-14 yrs,III,"Breast, NOS",0
2017,5-14 yrs,III,Central portion,0
2017,5-14 yrs,III,Lower-inner quadrant,0
2017,5-14 yrs,III,Lower-outer quadrant,0
2017,5-14 yrs,III,Nipple,0
2017,5-14 yrs,III,Overlapping lesion,0
2017,5-14 yrs,III,Upper-inner quadrant,0
2017,5-14 yrs,III,Upper-outer quadrant,0
2017,5-14 yrs,IV,Axillary tail,0
2017,5-14 yrs,IV,"Breast, NOS",0
2017,5-14 yrs,IV,Central portion,0
2017,5-14 yrs,IV,Lower-inner quadrant,0
2017,5-14 yrs,IV,Lower-outer quadrant,0
2017,5-14 yrs,IV,Nipple,0
2017,5-14 yrs,IV,Overlapping lesion,0
2017,5-14 yrs,IV,Upper-inner quadrant,0
2017,5-14 yrs,IV,Upper-outer quadrant,0
2017,5-14 yrs,Unknown,Axillary tail,0
2017,5-14 yrs,Unknown,"Breast, NOS",1
2017,5-14 yrs,Unknown,Central portion,0
2017,5-14 yrs,Unknown,Lower-inner quadrant,0
2017,5-14 yrs,Unknown,Lower-outer quadrant,0
2017,5-14 yrs,Unknown,Nipple,0
2017,5-14 yrs,Unknown,Overlapping lesion,0
2017,5-14 yrs,Unknown,Upper-inner quadrant,1
2017,5-14 yrs,Unknown,Upper-outer quadrant,0
2017,15-24 yrs,0,Axillary tail,0
2017,15-24 yrs,0,"Breast, NOS",0
2017,15-24 yrs,0,Central portion,0
2017,15-24 yrs,0,Lower-inner quadrant,0
2017,15-24 yrs,0,Lower-outer quadrant,0
2017,15-24 yrs,0,Nipple,0
2017,15-24 yrs,0,Overlapping lesion,0
2017,15-24 yrs,0,Upper-inner quadrant,0
2017,15-24 yrs,0,Upper-outer quadrant,0
2017,15-24 yrs,I,Axillary tail,0
2017,15-24 yrs,I,"Breast, NOS",0
2017,15-24 yrs,I,Central portion,0
2017,15-24 yrs,I,Lower-inner quadrant,0
2017,15-24 yrs,I,Lower-outer quadrant,0
2017,15-24 yrs,I,Nipple,0
2017,15-24 yrs,I,Overlapping lesion,0
2017,15-24 yrs,I,Upper-inner quadrant,0
2017,15-24 yrs,I,Upper-outer quadrant,0
2017,15-24 yrs,II,Axillary tail,0
2017,15-24 yrs,II,"Breast, NOS",0
2017,15-24 yrs,II,Central portion,0
2017,15-24 yrs,II,Lower-inner quadrant,0
2017,15-24 yrs,II,Lower-outer quadrant,0
2017,15-24 yrs,II,Nipple,0
2017,15-24 yrs,II,Overlapping lesion,0
2017,15-24 yrs,II,Upper-inner quadrant,0
2017,15-24 yrs,II,Upper-outer quadrant,0
2017,15-24 yrs,III,Axillary tail,0
